PMID,Title,Abstract,Authors,Journal,Keywords,URL,Affiliations
39313994,Achieving Ultra-Narrow-Band Deep-Red Electroluminescence By a Soliton-type Dye Squaraine.,"Due to the soliton-like electronic structural characteristics, cyanine dyes typically exhibit spectral behaviors such as large molar extinction coefficients, narrow spectra, and high fluorescence efficiency. However, their extensive applications as emitters in electroluminescence are largely ignored due to their serious emission quenching in the aggregation state. Herein, it is reported a squaraine dye (a type of cyanine) SQPhEt. At different solution concentrations, the unusual decrease in full-width at half-maxima (FWHM) with increasing Stokes shift indicates the fluorescence quenching of SQPhEt in the aggregated state is because of the strong self-absorption effect. A sensitized device structure can help to reduce the doping concentration of dye, which can effectively suppress self-absorption. Benefitting from the large molar extinction coefficient of SQPhEt, even at low doping concentrations of 0.1 wt%, efficient Förster energy transfer can be achieved. The corresponding spin-coating sensitized device based on SQPhEt as the dopant exhibits favorable deep-red emission at 668 nm with a small FWHM of 0.10 eV.",,,,,
39303384,Engineering of exosome-liposome hybrid-based theranostic nanomedicines for NIR-II fluorescence imaging-guided and targeted NIR-II photothermal therapy of subcutaneous glioblastoma.,"Exosome-liposome hybrid-based vehicles (ELV) are promising carriers for cancer treatment, but there are rare efficient theranostic probes to label their lipid bilayer membrane for precisely tracing biodistribution and execute potent therapy. As both fluorescence imaging and photothermal therapy in the second near-infrared window (NIR-II) has intrinsically deep penetration and high efficacy to ablate tumors, herein the design and synthesis of lipophilic NIR-II cyanine dyes with strong donor strength is reported to label lipid bilayer membrane of ELV for NIR-II fluorescence image-guided and targeted NIR-II photothermal treatment of subcutaneous glioblastoma. Via lipid film hydration and subsequent extrusion method, the synthesized ELV (NIR-C<sub>12</sub>-EL) is formulated with NIR-C<sub>12</sub> labeling, cyclic arginylglycylaspartic acid decoration, liposomal PEGylation, and biological exosome function. NIR-C<sub>12</sub>-EL exhibits excellent colloidal stability, good biocompatibility, strong light harvesting capability, high NIR-II photoconversion efficiency (62.28 %), and targeting capability to diagnose and ablate tumors, which together contribute to the extended life-span of the mice treatment with NIR-C<sub>12</sub>-EL and continuous 1064 nm laser irradiation. This study provides insight into not only designing of lipophilic NIR-II fluorescence probes for labeling of exosome-liposome hybrid-based vehicles but also the engineering of theranostic nanoplatforms for precise treatment of glioblastoma.",,,"Glioblastoma, Theranostic Nanomedicine, Liposomes, Animals, Photothermal Therapy, Mice, Optical Imaging, Exosomes, Humans, Infrared Rays, Mice, Nude, Mice, Inbred BALB C, Cell Line, Tumor, Cell Survival, Particle Size",,
39282648,Chiroptical properties of cyanine aggregates: hierarchical modelling from monomers to bundles.,"Some achiral cyanine dyes form well-ordered chiral assemblies exhibiting pronounced Circular Dichroism (CD) and Circularly Polarized Luminescence (CPL). Notably, achiral C8O3 cyanines self-assemble into tubular J-aggregates, which further organize into bundles displaying bisignate CD spectrum - hallmark of an exciton coupled system - and an unusual bisignated CPL. In contrast, the tubular aggregates display a monosignate CD spectrum. The mechanism underlying these intriguing features remains elusive. In the present work, a quantum-mechanical exciton model is proposed to elucidate the (chir)optical behaviour of C8O3 aggregates. A herringbone arrangement of C8O3 dyes within the tubular aggregates well reproduces the observed spectral signatures. The anomalous observation of a singular CD peak in tubular aggregates is ascribed to the intrinsic chirality of the monomeric units inside the aggregate, whereas the CD doublet characterizing the bundles is attributed to the exciton coupling between the constituent tubes. The bisignated CPL signal observed in bundles reveals significant anti-Kasha emission at room temperature and is quantitatively addressed accounting for a very tiny exciton splitting leading to a sizable thermal population of both exciton states. This study provides crucial insights on the complexity of C8O3 aggregation and on the origin of chiroptical response at various aggregation stages.",,,,,
39264146,Tannic Acid-Based Self-Assembling Nanocarriers with Antiphotobleaching and Controlled Releasing Properties for Collaborative Near-Infrared Photothermal/Photodynamic Therapy.,"Near-infrared (NIR) organic materials have been widely developed for tumor phototherapy due to their deep tumor penetration, good biodegradability, and high photothermal conversion (PCE). However, most of the NIR organic dyes are easily destroyed by photooxidation due to their big and long conjugated structures, such as cyanine dyes. Under light irradiation, the reactive oxygen species (ROS) produced by these NIR dyes can easily break their conjugated skeleton, resulting in a dramatic decrease in phototherapeutic efficiency. Herein, an NIR organic dye cyanine dye (CyS) and a photosensitizer methylene blue (MB) were chosen to prepare nanocarrier CMTNPs by facile self-assembling with a natural antioxidant, tannic acid (TA). TA can greatly enhance the stability of NIR cyanine dyes by scavenging ROS. Furthermore, CMTNPs have a character of pH/thermal dual response, allowing for controlled release of MB in the slightly acidic tumor environment during photothermal therapy. The released MB can turn on both fluorescence and photodynamic therapy effects. In vitro and in vivo experiments demonstrated the remarkable tumor ablation ability of CMTNPs. Thus, our study provided an antiphotobleaching and controlled release photosensitizer strategy through the introduction of antioxidant TA into the nanocarrier for efficient collaborative photothermal/photodynamic therapy.",,,"Tannins, Photochemotherapy, Animals, Mice, Photosensitizing Agents, Humans, Nanoparticles, Methylene Blue, Infrared Rays, Photothermal Therapy, Drug Carriers, Reactive Oxygen Species, Mice, Inbred BALB C, Neoplasms, Cell Line, Tumor, Polyphenols",,
39239835,Visualization of Diabetes Progression by an Activatable NIR-IIb Luminescent Probe.,"Developing NIR-IIb luminescence probes with rapid visualization and a high penetration depth is essential for diabetes research. Combining a sensitizing switch with lanthanide-doped nanoparticles (LnNPs) has been employed to fabricate the NIR-IIb probes. However, these probes mainly adopt heptamethine cyanine dye as the antenna, and the NIR-IIb signal is activated by inhibiting the photoinduced electron transfer (PET) of the dye. Due to limited recognition units, this strategy makes many biomolecules undetectable, such as cysteine (Cys), which is closely related to diabetes. Herein, in this article, hemicyanine dye, NFL-OH, was verified as a new antenna to sensitize NIR-IIb emission from LnNPs. Unlike traditional cyanine dyes, hemicyanine's fluorescence intensity can also be modulated by intramolecular charge transfer (ICT), thereby expanding the range of detectable targets for NIR-IIb probes based on sensitization mechanism. Through switching the hemicyanine-sensitized NIR-IIb emission, we successfully fabricated an NFL-Cys-LnNPs' nanoprobe, which can effectively monitor Cys concentration in the liver of diabetic mice during diabetes progression and evaluate the efficacy of diabetic drugs. Our work not only presents an excellent tool for Cys imaging but also introduces new concepts for designing NIR-IIb probes.",,,"Animals, Mice, Fluorescent Dyes, Diabetes Mellitus, Experimental, Cysteine, Infrared Rays, Optical Imaging, Nanoparticles, Carbocyanines, Disease Progression, Humans, Male",,
39152945,Regulating Charge Transfer in Cyanine Dyes: A Universal Methodology for Enhancing Cancer Phototherapeutic Efficacy.,"ConspectusDue to the advantages of spatiotemporal selectivity and inherent noninvasiveness, cancer phototherapy, which includes both photodynamic therapy (PDT) and photothermal therapy (PTT), has garnered significant attention in recent years as a promising cancer treatment. Despite the commendable progress in this field, persistent challenges remain. In PDT, limitations in dyes manifest as low intersystem crossing (ISC) efficiency and oxygen-dependent photoactivity, resulting in unsatisfactory performance, particularly under hypoxic conditions. Similarly, PTT encounters consistent insufficiencies in the photothermal conversion efficiency (PCE) of dyes. Additionally, the suboptimal phototherapeutic efficacy often exhibits a limited immune response. These factors collectively impose significant constraints on phototherapy in oncological applications, leading to limited tumor inhibition, tumor recurrence, and even metastasis.Unlike strategies that rely on external assistance with complicated systems, manipulating excited-state deactivation pathways in biocompatible dyes offers a universal way to systematically address these challenges. Our group has devoted considerable effort to achieving this goal. In this Account, we present and discuss our journey in optimizing excited-state energy-release pathways through regulating molecular charge transfer based on cyanine dyes, which are renowned for their exceptional photophysical properties and harmonious biocompatibility. The investigation begins with the introduction of amino groups in the <i>meso</i> position of a heptamethine cyanine dye, where the intramolecular charge transfer (ICT) effect causes a significant enlargement of the Stokes shift. Subsequently, ICT induced by introducing functional electron-deficient groups in cyanines is found to decrease the overlap of electron distribution or narrow the energy gaps of molecular frontier orbitals. Such modifications result in a reduction of the energy gaps between singlet and triplet states or an improvement in internal conversion, ultimately promoting phototherapy efficacy in both primary and distant tumors. Furthermore, with the intensification of the charge transfer effect aided by light, photoinduced intramolecular electron transfer occurs in some cyanines, leading to complete charge separation in the excited state. This process enhances the transition to the ground or triplet states, improving tumor phototherapy and inhibiting metastasis by increasing the PCE or the yield of reactive oxygen species, respectively. Shifting focus from intramolecular to intermolecular interactions, we successfully constructed and explored cyanines based on intermolecular charge transfer. These dyes, with excited-state dynamics mimicking natural photosynthesis, generate radicals and facilitate oxygen-independent hypoxic tumor PDT. Finally, we outlined the existing challenges and future directions for optimizing phototherapeutic efficacy by regulating molecular charge transfer. This Account provides molecular-level insights into improving phototherapeutic performance, offering valuable perspectives, and inspiring the development of functional dyes in other application fields.",,,"Animals, Humans, Carbocyanines, Coloring Agents, Neoplasms, Photochemotherapy, Photosensitizing Agents, Phototherapy",,
39138299,Cyanine dyes in the mitochondria-targeting photodynamic and photothermal therapy.,"Mitochondrial dysregulation plays a significant role in the carcinogenesis. On the other hand, its destabilization strongly represses the viability and metastatic potential of cancer cells. Photodynamic and photothermal therapies (PDT and PTT) target mitochondria effectively, providing innovative and non-invasive anticancer therapeutic modalities. Cyanine dyes, with strong mitochondrial selectivity, show significant potential in enhancing PDT and PTT. The potential and limitations of cyanine dyes for mitochondrial PDT and PTT are discussed, along with their applications in combination therapies, theranostic techniques, and optimal delivery systems. Additionally, novel approaches for sonodynamic therapy using photoactive cyanine dyes are presented, highlighting advances in cancer treatment.",,,,,
39127295,Type II photoinitiators with collagen-based cyanine for cell encapsulation under green-red LED.,"3D bioprinting with cell-laden materials is an emerging technique for fabricating functional tissue constructs. However, current cell-laden bioinks often lack sufficient cytocompatibility with commonly used UV-light sources. In this study, green to red photoinduced hydrogel crosslinking was obtained by introducing synthesized biosafety photoinitiators and used in light-based direct ink writing (DIW) 3D printing for enabling cell encapsulation successfully. The novel type II photointiators contain iodonium (ONI) and synthesized cyanine dyes CZBIN, TDPABIN, Col-SH-CZ, and Col-SH-TD with strong absorption in the range of 400-600 nm. Collagen-based macromolecule dyes Col-SH-CZ and Col-SH-TD showed excellent cytocompatibility. The photochemistry of these photoinitiators revealed an efficient photoinduced electron transfer (PET) process from the singlet excited states of the dyes to iodonium (ONI), facilitating the crosslinking of the biogels. L929 cells were encapsulated in Gel-MA hydrogels containing various photoinitiating systems and exposed to near-ultraviolet, green, or red LED irradiation. DIW-type 3D printing of Gel-MA bioink with L929 cells was also evaluated. The cell viability achieved with green light encapsulation reached 90 %. This novel approach offers promising prospects for bioprinting functional tissues with enhanced cytocompatibility under visible light conditions.",,,"Collagen, Animals, Mice, Hydrogels, Printing, Three-Dimensional, Cell Line, Carbocyanines, Light, Bioprinting, Cell Survival, Tissue Engineering, Tissue Scaffolds",,
39105720,Molecular Dynamical and Quantum Mechanical Exploration of the Site-Specific Dynamics of Cy3 Dimers Internally Linked to dsDNA.,"Performing spectroscopic measurements on biomolecules labeled with fluorescent probes is a powerful approach to locating the molecular behavior and dynamics of large systems at specific sites within their local environments. The indocarbocyanine dye Cy3 has emerged as one of the most commonly used chromophores. The incorporation of Cy3 dimers into DNA enhances experimental resolution owing to the spectral characteristics influenced by the geometric orientation of excitonically coupled monomeric units. Various theoretical models and simulations have been utilized to aid in the interpretation of the experimental spectra. In this study, we employ all-atom molecular dynamics simulations to study the structural dynamics of Cy3 dimers internally linked to the dsDNA backbone. We used quantum mechanical calculations to derive insights from both the linear absorption spectra and the circular dichroism data. Furthermore, we explore potential limitations within a commonly used force field for cyanine dyes. The molecular dynamics simulations suggest the presence of four possible Cy3 dimeric populations. The spectral simulations on the four populations show one of them to agree better with the experimental signatures, suggesting it to be the dominant population. The relative orientation of Cy3 in this population compares very well with previous predictions from the Holstein-Frenkel Hamiltonian model.",,,"Carbocyanines, Dimerization, DNA, Molecular Dynamics Simulation, Quantum Theory",,
39046341,Bright and Fast Emission from Robust Supramolecular J-Aggregate Nanostructures through Silica-Encapsulation.,"We introduce a two-step silica-encapsulation procedure to optimize both the optical efficiency and structural robustness of 5,5',6,6'-tetrachloro-1,1'-diethyl-3,3'-di(4-sulfobutyl)-benzimidazolocarbocyanine (TDBC), a two-dimensional sheet-like J-aggregate. We report a fluorescence quantum yield of ∼98%, the highest quantum yield recorded for any J-aggregate structure at room temperature, and a fast, emissive lifetime of 234 ps. Silica, as an encapsulating matrix, provides optical transparency, chemical inertness, and robustness to dilution, while rigidifying the J-aggregate structure. Our in situ encapsulation process preserves the excitonic structure in TDBC J-aggregates, maintaining their light absorption and emission properties. The homogeneous silica coating has an average thickness of 0.5-1 nm around J-aggregate sheets. Silica encapsulation permits extensive dilutions of J-aggregates without significant disintegration into monomers. The narrow absorbance and emission line widths exhibit further narrowing upon cooling to 79 K, which is consistent with J-type coupling in the encapsulated aggregates. This silica TDBC J-aggregate construct signifies (1) a bright, fast, and robust fluorophore system, (2) a platform for further manipulation of J-aggregates as building blocks for integration with other optical materials and structures, and (3) a system for fundamental studies of exciton delocalization, transport, and emission dynamics within a rigid matrix.",,,,,
39034639,Pyrrolopyrrole Cyanine J-Aggregate Nanoparticles with High Near-Infrared Fluorescence Brightness and Photothermal Performance for Efficient Phototheranostics.,"Advanced photosensitizers for high-performance fluorescence imaging-guided photothermal therapy demand excellent near-infrared (NIR) brightness [molar absorption coefficient (ε) × quantum yield (QY)] and exceptional photothermal performance [ε × photothermal conversion efficiency (PCE)]. However, integrating high brightness and potent photothermal performance within a single molecule faces a formidable challenge. This article proposes a method to address this issue by preparing J-aggregate nanoparticles (NPs) using molecules with high ε. J-aggregates effectively improve QY and induce molecular emission redshift, while high ε molecules play a crucial role in improving the brightness and photothermal performance. By optimizing the molecular structure based on the pyrrolopyrrole cyanine (PPCy), precise control over the QY and PCE of PPCy J-aggregates is achieved. Ultimately, PDDO NPs exhibiting superior brightness (ε × QY = 3.32 × 10<sup>4</sup> M<sup>-1</sup> cm<sup>-1</sup>) and photothermal performance (ε × PCE = 1.21 × 10<sup>5</sup> M<sup>-1</sup> cm<sup>-1</sup>) are identified as high-performance photosensitizers. Notably, each parameter represents one of the highest levels among the reported fluorescence or photothermal probes to date. The in vivo studies demonstrate that PDDO NPs possess exceptional NIR imaging capabilities and remarkable photothermal tumor inhibition rates. This study provides innovative insights into the development of high-performance multifunctional photosensitizers.",,,"Animals, Nanoparticles, Mice, Pyrroles, Humans, Photosensitizing Agents, Theranostic Nanomedicine, Infrared Rays, Photothermal Therapy, Carbocyanines, Female, Mice, Inbred BALB C, Fluorescent Dyes, Optical Imaging, Cell Line, Tumor, Antineoplastic Agents, Phototherapy",,
